W_age,children,W_education,H_education,W_religion,W_working,H_occupation,Standard-of-living,Media-exposure,clusterid 
35.0,6.0,3,4,1,0,2,2,0,8 
28.0,1.0,3,4,0,1,2,2,0,8 
34.0,4.0,3,4,1,1,1,3,0,8 
27.0,2.0,3,4,1,1,1,3,0,8 
29.0,2.0,3,4,1,1,1,3,0,8 
48.0,5.0,3,4,1,1,2,3,0,8 
21.0,0.0,2,4,1,1,2,2,0,8 
20.0,2.0,3,4,1,1,3,3,0,8 
20.0,1.0,3,4,1,1,3,2,0,8 
20.0,2.0,3,4,1,1,3,2,0,8 
18.0,1.0,3,4,1,1,3,3,0,8 
30.0,4.0,3,4,0,1,2,3,0,8 
26.0,1.0,3,4,0,1,2,2,0,8 
22.0,2.0,3,4,1,1,3,3,0,8 
20.0,0.0,3,4,1,1,3,3,0,8 
29.0,1.0,3,4,0,1,2,3,0,8 
24.0,2.0,3,4,1,1,2,2,0,8 
26.0,3.0,3,4,1,1,2,3,0,8 
38.0,7.0,3,4,0,1,2,3,0,8 
29.0,3.0,3,4,1,1,1,3,0,8 
29.0,3.0,3,4,1,1,1,3,0,8 
44.0,6.0,3,4,1,1,3,2,0,8 
28.0,2.0,3,4,0,1,2,3,0,8 
28.0,2.0,3,4,0,1,3,3,0,8 
42.0,5.0,2,4,0,1,2,3,0,8 
17.0,1.0,3,4,1,1,3,3,0,8 
30.0,3.0,3,4,0,1,3,3,0,8 
42.0,10.0,3,4,1,0,3,2,0,8 
21.0,3.0,2,4,1,1,3,2,0,8 
35.0,4.0,2,4,0,1,3,2,0,8 
22.0,2.0,2,4,1,1,3,2,0,8 
20.0,0.0,2,4,1,1,3,2,0,8 
24.0,5.0,3,4,1,1,1,2,1,8 
26.0,0.0,2,4,1,1,4,1,0,9 
26.0,1.0,3,4,1,0,4,1,0,9 
24.0,0.0,3,4,1,0,3,1,0,9 
37.0,7.0,3,4,1,1,2,1,0,9 
24.0,1.0,2,4,1,1,3,1,0,9 
28.0,1.0,3,4,1,1,3,1,1,9 
18.0,0.0,3,4,1,0,3,1,0,9 
26.0,0.0,2,4,1,1,3,1,0,9 
21.0,0.0,3,4,1,0,3,1,0,9 
25.0,1.0,3,4,1,1,2,1,0,9 
21.0,2.0,2,4,1,1,3,1,0,9 
28.0,3.0,3,4,1,1,2,1,0,9 
18.0,1.0,3,4,1,1,3,1,0,9 
27.0,4.0,2,4,1,1,2,1,0,9 
31.0,5.0,3,4,1,1,3,1,0,9 
17.0,1.0,3,4,1,1,2,1,0,9 
27.0,1.0,2,4,1,0,1,1,0,9 
25.0,3.0,3,4,1,1,1,1,0,9 
28.0,0.0,2,4,1,1,3,1,0,9 
24.0,4.0,3,4,1,1,3,1,0,9 
21.0,3.0,3,4,1,1,3,1,0,9 
23.0,4.0,3,4,1,1,3,1,1,9 
48.0,3.0,3,4,1,1,3,1,0,9 
34.0,4.0,3,4,0,1,3,1,1,9 
48.0,7.0,1,1,1,1,2,4,0,10 
40.0,2.0,1,1,1,0,3,4,0,10 
47.0,1.0,1,1,1,1,3,4,0,10 
26.0,2.0,1,1,1,1,3,4,0,10 
47.0,8.0,1,1,1,1,3,4,1,10 
31.0,2.0,3,4,1,1,1,4,0,11 
23.0,2.0,3,4,1,1,3,4,0,11 
45.0,3.0,3,4,1,1,1,4,0,11 
24.0,1.0,2,4,1,0,4,4,0,11 
27.0,4.0,2,4,1,1,1,4,0,11 
46.0,6.0,2,4,1,1,1,4,0,11 
30.0,2.0,2,4,1,1,3,4,0,11 
44.0,2.0,3,4,1,1,1,4,1,11 
37.0,1.0,3,4,1,1,2,4,0,11 
49.0,5.0,3,4,1,1,1,4,0,11 
20.0,0.0,3,4,1,0,2,4,0,11 
22.0,1.0,2,4,1,1,2,4,0,11 
32.0,0.0,2,4,1,0,3,4,0,11 
30.0,4.0,2,4,1,0,1,4,0,11 
36.0,6.0,3,4,1,1,2,4,0,11 
36.0,2.0,2,4,1,0,2,4,0,11 
32.0,4.0,3,4,1,1,1,4,0,11 
38.0,2.0,3,4,0,1,2,4,0,11 
45.0,6.0,3,4,1,1,2,4,0,11 
28.0,1.0,3,4,1,1,3,4,0,11 
44.0,6.0,3,4,1,1,3,4,0,11 
49.0,6.0,3,4,1,1,1,4,0,11 
49.0,9.0,3,4,1,1,1,4,0,11 
24.0,2.0,2,4,1,1,3,4,0,11 
39.0,6.0,3,4,1,1,1,4,0,11 
45.0,2.0,3,4,0,1,1,4,0,11 
39.0,1.0,3,4,0,1,3,4,0,11 
32.0,1.0,3,4,0,1,2,4,0,11 
45.0,3.0,3,4,0,1,3,4,0,11 
23.0,2.0,2,4,1,1,1,4,0,11 
22.0,4.0,2,4,1,1,3,4,0,11 
39.0,3.0,3,4,1,1,1,4,0,11 
28.0,1.0,2,4,1,0,3,4,0,11 
30.0,5.0,3,4,1,1,1,4,0,11 
42.0,2.0,2,4,1,1,3,4,0,11 
25.0,6.0,2,4,1,1,3,4,0,11 
30.0,3.0,2,4,1,1,3,4,0,11 
18.0,1.0,3,4,1,1,3,4,0,11 
30.0,1.0,2,4,1,0,3,4,0,11 
20.0,1.0,3,4,1,1,2,4,0,11 
42.0,8.0,2,4,1,1,1,4,0,11 
26.0,3.0,3,4,1,1,3,4,0,11 
22.0,1.0,3,4,1,1,4,4,0,11 
43.0,2.0,3,4,1,0,2,4,0,11 
30.0,2.0,3,4,1,1,1,4,0,11 
36.0,4.0,3,4,0,0,2,4,0,11 
40.0,2.0,3,4,0,1,3,4,0,11 
36.0,3.0,3,4,0,0,3,4,0,11 
33.0,3.0,3,4,0,1,2,4,0,11 
30.0,7.0,3,4,1,1,2,4,0,11 
25.0,3.0,2,4,1,1,1,4,1,11 
27.0,1.0,2,4,1,1,1,4,0,11 
33.0,8.0,3,4,1,1,3,4,0,11 
37.0,5.0,3,4,1,0,2,4,0,11 
27.0,3.0,2,4,1,1,4,4,0,11 
33.0,3.0,2,4,1,1,2,4,0,11 
26.0,3.0,2,4,1,1,3,4,0,11 
24.0,3.0,3,4,1,1,1,4,0,11 
26.0,3.0,2,4,1,1,3,4,0,11 
33.0,4.0,3,4,1,0,2,4,0,11 
40.0,3.0,3,4,1,0,1,4,0,11 
35.0,4.0,3,4,1,1,1,4,0,11 
24.0,2.0,2,4,1,1,1,4,0,11 
48.0,8.0,3,4,1,0,1,4,0,11 
44.0,5.0,3,4,1,0,1,4,0,11 
33.0,3.0,2,4,1,1,3,4,0,11 
29.0,4.0,2,4,1,0,2,4,0,11 
28.0,2.0,3,4,1,1,3,4,0,11 
24.0,1.0,3,4,1,1,3,4,0,11 
22.0,1.0,3,4,1,0,1,4,0,11 
28.0,5.0,3,4,1,1,2,4,0,11 
28.0,4.0,2,4,1,1,3,4,0,11 
35.0,5.0,3,4,1,1,1,4,0,11 
22.0,1.0,3,4,0,0,1,4,0,11 
25.0,3.0,3,4,1,0,3,4,0,11 
35.0,6.0,2,4,1,1,3,4,0,11 
22.0,2.0,3,4,0,1,3,4,0,11 
32.0,5.0,3,4,0,1,3,4,0,11 
37.0,3.0,3,4,0,1,3,4,0,11 
37.0,4.0,3,4,0,1,2,4,0,11 
27.0,4.0,2,4,1,1,3,4,0,11 
25.0,3.0,3,4,1,1,3,4,0,11 
26.0,4.0,3,4,1,1,2,4,0,11 
36.0,8.0,2,4,1,1,1,4,0,11 
20.0,1.0,3,4,0,1,2,4,0,11 
35.0,5.0,3,4,1,1,1,4,0,11 
22.0,2.0,3,4,1,1,2,4,0,11 
28.0,3.0,3,4,1,1,1,4,0,11 
34.0,3.0,3,4,0,0,3,4,0,11 
46.0,9.0,3,4,1,1,3,4,0,11 
26.0,3.0,2,4,1,1,3,4,0,11 
29.0,4.0,3,4,1,1,1,4,0,11 
32.0,0.0,3,4,1,1,3,4,0,11 
29.0,0.0,2,4,1,0,3,4,0,11 
37.0,7.0,3,4,1,1,3,4,0,11 
24.0,2.0,3,4,1,1,2,4,0,11 
28.0,0.0,3,4,1,0,3,4,0,11 
37.0,4.0,3,4,1,0,2,4,0,11 
48.0,11.0,3,4,1,1,1,4,0,11 
22.0,1.0,2,4,1,1,3,4,0,11 
31.0,3.0,3,4,0,0,2,4,0,11 
43.0,2.0,3,4,0,1,3,4,0,11 
41.0,3.0,3,4,0,1,2,4,0,11 
48.0,4.0,3,4,0,1,2,4,0,11 
16.0,1.0,2,4,1,1,3,4,0,11 
22.0,0.0,3,4,1,0,3,4,0,11 
29.0,2.0,3,4,1,1,3,4,0,11 
37.0,0.0,3,4,1,1,3,4,0,11 
31.0,2.0,3,4,1,1,1,4,0,11 
49.0,4.0,3,4,1,1,3,4,0,11 
28.0,3.0,3,4,1,1,1,4,0,11 
26.0,2.0,2,4,1,1,1,4,0,11 
34.0,3.0,3,4,0,1,1,4,0,11 
29.0,2.0,3,4,1,1,1,4,0,11 
21.0,3.0,3,4,1,1,1,4,0,11 
26.0,3.0,3,4,1,1,1,4,0,11 
33.0,2.0,3,4,1,1,1,4,0,11 
41.0,3.0,3,4,0,1,2,4,0,11 
39.0,5.0,3,4,1,1,3,4,0,11 
32.0,3.0,2,4,1,1,3,4,0,11 
35.0,4.0,3,4,1,0,1,4,0,11 
46.0,4.0,3,4,1,0,3,4,0,11 
21.0,1.0,3,4,1,0,3,4,0,11 
25.0,2.0,2,4,1,1,2,4,0,11 
25.0,3.0,3,4,1,1,2,4,0,11 
26.0,2.0,3,4,1,0,2,4,0,11 
25.0,2.0,3,4,1,0,2,4,0,11 
27.0,4.0,3,4,1,1,3,4,0,11 
37.0,5.0,2,4,1,1,1,4,0,11 
30.0,3.0,3,4,1,1,3,4,0,11 
36.0,9.0,3,4,1,1,3,4,0,11 
32.0,5.0,2,4,1,1,3,4,0,11 
32.0,5.0,3,4,0,1,1,4,0,11 
31.0,5.0,3,4,1,1,1,4,0,11 
42.0,6.0,2,4,1,1,2,4,0,11 
40.0,3.0,2,4,0,1,3,4,0,11 
34.0,6.0,2,4,1,0,3,4,0,11 
45.0,2.0,2,4,1,0,2,4,0,11 
29.0,2.0,2,4,1,0,4,4,1,11 
36.0,11.0,2,4,1,1,1,4,1,11 
35.0,3.0,2,4,0,0,3,4,1,11 
33.0,2.0,2,2,1,1,3,1,0,12 
22.0,1.0,2,3,1,1,2,1,0,12 
30.0,3.0,2,3,1,1,3,1,0,12 
29.0,1.0,2,3,1,1,1,1,0,12 
24.0,3.0,2,2,1,0,2,1,0,12 
25.0,0.0,2,3,1,1,2,1,0,12 
26.0,3.0,2,2,1,1,2,1,0,12 
17.0,3.0,2,2,1,1,3,1,0,12 
27.0,5.0,2,3,1,1,2,1,0,12 
29.0,2.0,2,3,1,1,3,1,0,12 
26.0,3.0,2,3,1,1,3,1,0,12 
22.0,2.0,2,2,1,1,3,1,0,12 
49.0,8.0,2,2,1,0,3,1,0,12 
36.0,4.0,2,3,1,1,3,1,1,12 
25.0,3.0,2,2,1,0,3,1,0,12 
22.0,2.0,2,3,1,1,3,1,0,12 
38.0,7.0,3,3,1,1,3,1,0,12 
25.0,1.0,3,3,1,1,3,1,0,12 
19.0,2.0,2,2,1,1,3,1,0,12 
24.0,2.0,2,2,1,1,3,1,1,12 
32.0,1.0,2,2,1,1,2,1,0,12 
25.0,2.0,2,2,1,1,3,1,0,12 
25.0,1.0,3,3,1,1,3,1,0,12 
33.0,5.0,2,3,1,0,2,1,0,12 
27.0,5.0,2,2,1,1,3,1,0,12 
30.0,6.0,2,2,1,1,3,1,0,12 
25.0,1.0,2,3,1,1,3,1,0,12 
30.0,4.0,2,2,1,1,2,1,0,12 
29.0,4.0,2,3,1,1,2,1,0,12 
22.0,2.0,3,2,1,1,2,1,0,12 
20.0,1.0,2,3,1,1,2,1,0,12 
24.0,2.0,2,3,1,1,2,1,0,12 
29.0,3.0,3,3,1,1,2,1,0,12 
32.0,8.0,2,2,1,1,2,1,0,12 
33.0,7.0,2,3,1,0,3,1,0,12 
23.0,2.0,2,3,1,1,3,1,0,12 
30.0,3.0,3,3,1,1,3,1,0,12 
25.0,2.0,2,3,1,1,3,1,0,12 
31.0,3.0,3,3,1,1,3,1,1,12 
25.0,1.0,2,2,1,1,3,1,0,12 
35.0,6.0,2,2,1,0,3,1,1,12 
47.0,4.0,2,2,1,1,3,1,0,12 
28.0,1.0,2,3,1,1,3,1,0,12 
24.0,2.0,2,3,1,1,3,1,0,12 
30.0,1.0,2,3,1,1,2,1,0,12 
45.0,7.0,2,2,1,1,3,1,1,12 
18.0,1.0,3,2,1,1,3,1,0,12 
22.0,1.0,2,2,1,1,3,1,1,12 
47.0,5.0,2,3,1,1,1,1,0,12 
30.0,5.0,2,3,1,1,3,1,1,12 
16.0,1.0,2,3,1,1,3,1,0,12 
21.0,1.0,3,2,1,1,3,1,1,12 
32.0,4.0,3,3,1,1,2,1,0,12 
22.0,2.0,3,3,1,1,3,1,0,12 
21.0,1.0,3,3,1,1,3,1,0,12 
25.0,1.0,2,3,1,0,2,1,0,12 
31.0,3.0,3,3,1,1,2,1,1,12 
24.0,3.0,3,3,1,0,2,1,0,12 
19.0,1.0,3,3,1,1,2,1,0,12 
25.0,3.0,3,3,1,1,2,1,0,12 
25.0,1.0,3,3,1,1,2,1,0,12 
31.0,6.0,3,3,0,1,3,1,0,12 
47.0,12.0,2,3,1,1,3,1,0,12 
44.0,9.0,3,3,1,1,1,1,0,12 
43.0,8.0,1,2,1,0,3,1,0,13 
27.0,4.0,1,2,1,1,3,1,1,13 
48.0,8.0,1,2,1,1,3,1,0,13 
30.0,4.0,1,2,1,1,4,1,0,13 
43.0,8.0,1,3,1,1,3,1,0,13 
40.0,6.0,1,2,1,1,3,1,1,13 
39.0,2.0,1,2,1,1,3,1,1,13 
49.0,8.0,1,2,1,1,3,1,1,13 
38.0,6.0,1,2,1,1,2,1,1,13 
44.0,2.0,1,2,1,1,3,1,0,13 
46.0,7.0,1,2,1,1,3,1,1,13 
35.0,9.0,1,2,1,0,3,1,0,13 
36.0,4.0,1,2,1,1,3,1,1,13 
46.0,3.0,1,2,1,1,2,1,1,13 
25.0,2.0,1,2,1,1,2,1,0,13 
22.0,2.0,1,3,1,1,3,1,0,13 
22.0,3.0,1,2,1,1,3,1,1,13 
26.0,1.0,1,3,1,1,3,1,0,13 
28.0,3.0,1,1,1,1,3,1,0,14 
23.0,3.0,1,1,1,1,2,1,1,14 
39.0,5.0,1,1,1,0,3,1,1,14 
47.0,6.0,1,1,1,0,3,1,0,14 
33.0,5.0,1,1,1,1,3,1,1,14 
44.0,11.0,1,1,1,1,4,1,1,14 
48.0,8.0,1,1,1,1,1,1,1,14 
45.0,0.0,1,1,0,0,2,1,0,14 
44.0,8.0,4,2,1,1,3,3,0,15 
49.0,5.0,4,3,1,1,2,3,0,15 
23.0,3.0,4,3,1,1,3,3,0,15 
31.0,2.0,4,2,0,1,1,3,0,15 
25.0,2.0,4,3,1,1,3,3,0,15 
24.0,3.0,4,3,1,1,3,3,0,15 
47.0,4.0,4,3,1,1,1,3,0,15 
30.0,0.0,4,2,1,0,3,3,0,15 
38.0,9.0,4,3,1,1,3,3,0,15 
30.0,4.0,4,3,1,1,3,3,0,15 
26.0,4.0,4,3,1,1,2,3,0,15 
39.0,1.0,4,3,1,0,2,2,0,15 
34.0,0.0,4,3,0,0,3,3,0,15 
29.0,4.0,4,3,1,0,3,2,0,15 
23.0,1.0,4,3,1,1,2,2,0,15 
36.0,3.0,4,3,1,0,3,2,0,15 
23.0,2.0,4,3,1,0,2,3,0,15 
28.0,2.0,4,3,1,1,3,2,0,15 
22.0,1.0,4,3,1,1,2,2,0,15 
29.0,0.0,4,2,1,0,2,2,0,15 
28.0,5.0,4,4,1,1,2,1,0,16 
22.0,0.0,4,4,1,1,1,1,0,16 
30.0,2.0,4,4,0,1,3,1,0,16 
21.0,1.0,4,4,1,1,2,1,0,16 
21.0,1.0,4,4,1,1,3,1,0,16 
22.0,1.0,4,4,0,1,3,1,0,16 
22.0,0.0,4,4,1,1,2,1,1,16 
30.0,3.0,4,4,1,1,2,1,0,16 
44.0,3.0,2,1,1,0,3,2,0,17 
48.0,3.0,2,1,1,0,4,3,0,17 
22.0,0.0,2,1,1,1,3,2,0,17 
28.0,2.0,2,1,1,0,3,3,0,17 
46.0,5.0,3,1,1,1,3,2,0,17 
32.0,5.0,2,1,1,0,2,2,0,17 
36.0,6.0,2,1,1,1,2,3,0,17 
22.0,0.0,2,1,1,1,2,2,0,17 
23.0,1.0,3,1,1,0,3,3,0,17 
39.0,1.0,3,1,1,1,2,3,0,17 
47.0,6.0,1,4,1,1,1,4,0,18 
34.0,4.0,1,4,1,1,3,4,1,18 
46.0,8.0,1,4,1,1,1,4,1,18 
41.0,5.0,1,4,1,0,2,4,0,18 
29.0,3.0,1,4,1,1,4,4,1,18 
46.0,5.0,4,3,1,1,1,4,0,19 
48.0,7.0,4,3,1,0,2,4,0,19 
37.0,8.0,4,3,1,1,1,4,0,19 
33.0,5.0,4,3,1,1,2,4,0,19 
42.0,7.0,4,3,1,0,1,4,0,19 
49.0,13.0,4,3,1,1,1,4,0,19 
39.0,4.0,4,3,1,1,3,4,0,19 
32.0,3.0,4,3,1,1,2,4,0,19 
35.0,2.0,4,3,0,1,3,4,0,19 
34.0,3.0,4,3,0,1,2,4,0,19 
41.0,5.0,4,3,1,0,3,4,0,19 
20.0,1.0,4,3,1,1,3,4,0,19 
39.0,5.0,2,1,1,1,2,1,1,20 
25.0,1.0,1,4,1,1,2,1,0,20 
49.0,10.0,2,1,1,0,2,4,0,20 
47.0,5.0,2,1,0,1,2,4,0,20 
36.0,6.0,2,1,1,1,2,1,0,20 
30.0,4.0,4,1,1,1,3,3,0,20 
25.0,4.0,3,1,1,1,3,1,0,20 
41.0,9.0,1,4,1,1,2,1,0,20 
21.0,3.0,2,1,1,0,3,1,1,20 
28.0,0.0,1,4,1,0,4,1,0,20 
25.0,2.0,3,1,1,0,3,4,0,20 
